buildA,buildB,developmentLevel,battles,aWins,bWins,draws,aScoreRate,aDecisiveWinWilsonLow,aDecisiveWinWilsonHigh,roundLimitRate,mutualEliminationRate,medianRounds,p90Rounds,meanRound1RawDamageA,meanRound1RawDamageB,meanSurvivorsA,meanSurvivorsB,meanSummonFailuresA,meanSummonFailuresB,meanImmediateAttacksA,meanImmediateAttacksB,meanShieldBlocksA,meanShieldBlocksB,meanFurnaceTransfersA,meanFurnaceTransfersB,meanPermanentDeltaA,meanPermanentDeltaB,meanFlourishGainedA,meanFlourishGainedB,effectLimitHits,exceptions
B01_SHIELD,B05_SPELL,H,200,0,196,4,0.01,0,0.019223,0,0.02,2,2,144.985,216.605,0,2.055,0,0,0,0,5.34,2,3.34,0,3,0,0,0,0,0
B01_SHIELD,B06_REFRESH,H,200,0,198,2,0.005,0,0.019032,0,0.01,2,2,150.93,184.28,0,2.895,0,0,0,0,5.385,5,3.385,0,3,0,0,0,0,0
B02_BREAK,B03_SUMMON,H,200,200,0,0,1,0.981155,1,0,0,1,1,204.76,135.965,2.8,0,0,0,0,3.62,6.98,0,3.72,0,9.785,6.04,0,2.32,0,0
B02_BREAK,B04_DEATH,H,200,191,0,9,0.9775,0.980284,1,0,0.045,2,2,156.105,201.57,2.085,0,0,0,0,0,6.09,0,2.785,0,10.02,37.89,0,0,0,0
B02_BREAK,B05_SPELL,H,200,67,45,88,0.555,0.505621,0.684294,0,0.44,2,2,167.11,229.26,0.375,0.24,0,0,0,0,5.89,2,2.73,0,9.975,0,0,0,0,0
B02_BREAK,B06_REFRESH,H,200,66,84,50,0.455,0.363045,0.519951,0,0.25,2,3,175.975,195.08,0.395,0.595,0,0,0,0,6.145,5,2.73,0,10.225,0,0,0,0,0
B03_SUMMON,B04_DEATH,H,200,16,177,7,0.0975,0.051671,0.130411,0,0.035,1,2,136.18,323.805,0.125,1.325,0,0,3.39,0,0,0,0,0,6.44,40.84,2.615,0,0,0
B03_SUMMON,B05_SPELL,H,200,0,200,0,0,0,0.018845,0,0,1,1,138.7,254.69,0,2.675,0,0,4.745,0,0,2,0,0,7.19,0,3.075,0,0,0
B03_SUMMON,B06_REFRESH,H,200,0,200,0,0,0,0.018845,0,0,1,1,140.025,208.475,0,3.255,0,0,4.745,0,0,4.94,0,0,7.19,0,3.075,0,0,0
B04_DEATH,B05_SPELL,H,200,0,175,25,0.0625,0,0.02148,0,0.125,1,2,273.4,187.225,0,1.485,0,0,0,0,0,2,0,0,44.59,0,0,0,0,0
B04_DEATH,B06_REFRESH,H,200,0,191,9,0.0225,0,0.019716,0,0.045,2,2,298.92,180.69,0,1.795,0,0,0,0,0,4.98,0,0,44.45,0,0,0,0,0
B05_SPELL,B06_REFRESH,H,200,1,174,25,0.0675,0.001009,0.031653,0,0.125,2,2,231.69,188.255,0.005,1.265,0,0,0,0,2,5,0,0,0,0,0,0,0,0
