buildA,buildB,developmentLevel,battles,aWins,bWins,draws,aScoreRate,aDecisiveWinWilsonLow,aDecisiveWinWilsonHigh,roundLimitRate,mutualEliminationRate,medianRounds,p90Rounds,meanRound1RawDamageA,meanRound1RawDamageB,meanSurvivorsA,meanSurvivorsB,meanSummonFailuresA,meanSummonFailuresB,meanImmediateAttacksA,meanImmediateAttacksB,meanShieldBlocksA,meanShieldBlocksB,meanFurnaceTransfersA,meanFurnaceTransfersB,meanPermanentDeltaA,meanPermanentDeltaB,meanFlourishGainedA,meanFlourishGainedB,effectLimitHits,exceptions
B03_SUMMON,B06_REFRESH,N,200,42,61,97,0.4525,0.317843,0.504324,0,0.485,1,1,155.5,182.08,0.23,0.305,0,0,4.1,0,0,1,0,0,3.63,0,2.335,0,0,0
B04_DEATH,B05_SPELL,N,200,54,58,88,0.49,0.39174,0.57373,0,0.44,1,2,215.185,133.04,0.305,0.355,0,0,0,0,0,2,0,0,21.25,0,0,0,0,0
B04_DEATH,B06_REFRESH,N,200,35,82,83,0.3825,0.223642,0.387418,0,0.415,1,2,231.55,139.16,0.18,0.485,0,0,0,0,0,1,0,0,23.885,0,0,0,0,0
B05_SPELL,B06_REFRESH,N,200,20,105,75,0.2875,0.106028,0.234246,0,0.375,2,2,132.99,132.33,0.1,0.595,0,0,0,0,2,1,0,0,0,0,0,0,0,0
B01_SHIELD,B02_BREAK,H,200,68,97,35,0.4275,0.339849,0.488392,0,0.175,2,3,219,224.24,0.525,0.885,0,0,0,0,6.06,6.135,3.325,2.755,20.02,18.12,0,0,0,0
B01_SHIELD,B03_SUMMON,H,200,112,37,51,0.6875,0.676567,0.814138,0,0.255,1,2,328.38,270.955,0.775,0.28,0,0,0,6.19,5.735,0,3.235,0,20.06,7.02,0,3.21,0,0
B01_SHIELD,B04_DEATH,H,200,78,61,61,0.5425,0.47811,0.640903,0,0.305,2,3,220.755,392.805,0.575,0.355,0,0,0,0,6.15,0,3.295,0,21.25,43.23,0,0,0,0
B01_SHIELD,B05_SPELL,H,200,67,79,54,0.47,0.380164,0.539751,0,0.27,2,2,212.495,270.575,0.475,0.525,0,0,0,0,6.26,3,3.33,0,21.94,0,0,0,0,0
B01_SHIELD,B06_REFRESH,H,200,75,75,50,0.5,0.42099,0.57901,0,0.25,2,2,220.25,272.705,0.59,0.51,0,0,0,0,6.245,2,3.33,0,22.03,0,0,0,0,0
B02_BREAK,B03_SUMMON,H,200,82,48,70,0.585,0.545171,0.708861,0,0.35,1,1,339.695,276.35,0.455,0.255,0,0,0,6.28,5.2,0,1.5,0,15.86,7.26,0,3.31,0,0
B02_BREAK,B04_DEATH,H,200,7,167,26,0.1,0.019622,0.080701,0,0.13,2,2,224.17,400.065,0.035,0.92,0,0,0,0,5.505,0,2.37,0,15.25,45.05,0,0,0,0
B02_BREAK,B05_SPELL,H,200,26,116,58,0.275,0.128126,0.254766,0,0.29,2,2,223.69,276.68,0.145,0.81,0,0,0,0,5.405,3,2.355,0,14.85,0,0,0,0,0
B02_BREAK,B06_REFRESH,H,200,5,177,18,0.07,0.01179,0.062689,0,0.09,2,2,227.985,282.355,0.025,1.33,0,0,0,0,5.445,2,2.355,0,14.92,0,0,0,0,0
B03_SUMMON,B04_DEATH,H,200,19,85,96,0.335,0.120194,0.267796,0,0.48,1,1,292.935,812.625,0.095,0.475,0,0,6.31,0,0,0,0,0,7.81,41.64,3.435,0,0,0
B03_SUMMON,B05_SPELL,H,200,4,105,91,0.2475,0.014362,0.090577,0,0.455,1,1,266.445,375.165,0.02,0.675,0,0,6.16,0,0,3,0,0,7.26,0,3.27,0,0,0
B03_SUMMON,B06_REFRESH,H,200,8,108,84,0.25,0.035357,0.130207,0,0.42,1,1,272.8,394.525,0.04,0.685,0,0,6.16,0,0,2,0,0,7.26,0,3.275,0,0,0
B04_DEATH,B05_SPELL,H,200,141,10,49,0.8275,0.882393,0.963633,0,0.245,2,2,436.255,279.1,0.85,0.05,0,0,0,0,0,3,0,0,41.82,0,0,0,0,0
B04_DEATH,B06_REFRESH,H,200,117,17,66,0.75,0.80621,0.919261,0,0.33,2,2,478.23,290.075,0.67,0.085,0,0,0,0,0,2,0,0,45.87,0,0,0,0,0
B05_SPELL,B06_REFRESH,H,200,0,159,41,0.1025,0,0.02359,0,0.205,2,2,287.095,266.98,0,1.07,0,0,0,0,3,2,0,0,0,0,0,0,0,0
