aggregate_id,source,map_id,map_name,floor,node_id,node_type,combat_index,route_tag,event_id,event_name,encounter_id,encounter_name,threat_rating,development_level,scenario_count,battles,player_wins,enemy_wins,draws,player_win_rate,player_score_rate,win_ci95_low,win_ci95_high,build_score_spread,weakest_build_id,strongest_build_id,average_rounds,p90_rounds,round_limit_count,round_limit_rate,effect_limit_hits,exceptions,average_player_survivors,average_enemy_survivors,enemy_cleave_hits_per_battle,enemy_summon_attempts_per_battle,enemy_summon_successes_per_battle,enemy_shields_granted_per_battle,enemy_shield_blocks_per_battle,enemy_furnace_transfers_per_battle,enemy_flourish_gained_per_battle
Map:map_wilderness:f1_elite_wall:f1_c4_elite_encounter:H,Map,map_wilderness,荒野,1,f1_elite_wall,Elite,4,Aggressive,,,f1_c4_elite_encounter,百根围猎队,4,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.975,0,0,2,2,0,0,0,0
Map:map_wilderness:f1_elite_wall:f1_c4_elite_encounter:N,Map,map_wilderness,荒野,1,f1_elite_wall,Elite,4,Aggressive,,,f1_c4_elite_encounter,百根围猎队,4,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.79,0,0,2,2,0,0,0,0
Map:map_wilderness:f1_route_safe:f1_route_safe_encounter:H,Map,map_wilderness,荒野,1,f1_route_safe,Normal,4,Conservative,,,f1_route_safe_encounter,盘根守林队,2,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,5,0,0,1,1,0,0,0,0
Map:map_wilderness:f1_route_safe:f1_route_safe_encounter:N,Map,map_wilderness,荒野,1,f1_route_safe,Normal,4,Conservative,,,f1_route_safe_encounter,盘根守林队,2,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.94,0,0,1,1,0,0,0,0
Event:map_wilderness:roadside_ambush_f1:f1_c4_event_ambush_encounter:H,Event,map_wilderness,荒野,1,roadside_ambush_f1,EventCombat,4,Event,roadside_ambush_f1,荒径伏击,f1_c4_event_ambush_encounter,盘根伏猎群,3,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.998333,0,0,1,1,0,0,0,0
Event:map_wilderness:roadside_ambush_f1:f1_c4_event_ambush_encounter:N,Event,map_wilderness,荒野,1,roadside_ambush_f1,EventCombat,4,Event,roadside_ambush_f1,荒径伏击,f1_c4_event_ambush_encounter,盘根伏猎群,3,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.886667,0,0,1,1,0,0,0,0
Map:map_wilderness:f1_late_shield:f1_c5_shield_encounter:H,Map,map_wilderness,荒野,1,f1_late_shield,Normal,5,,,,f1_c5_shield_encounter,迅羽踏潮,3,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.94,0,0,4,4,0,0,0,1
Map:map_wilderness:f1_late_shield:f1_c5_shield_encounter:N,Map,map_wilderness,荒野,1,f1_late_shield,Normal,5,,,,f1_c5_shield_encounter,迅羽踏潮,3,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.648333,0,0,4,4,0,0,0,1
Map:map_wilderness:f1_late_summon:f1_c5_summon_encounter:H,Map,map_wilderness,荒野,1,f1_late_summon,Normal,5,,,,f1_c5_summon_encounter,狐巢回响,3,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.998333,0,0,5,5,0,0,0,0
Map:map_wilderness:f1_late_summon:f1_c5_summon_encounter:N,Map,map_wilderness,荒野,1,f1_late_summon,Normal,5,,,,f1_c5_summon_encounter,狐巢回响,3,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.001667,1,0,0,0,0,4.863333,0,0,5,5,0,0,0,0
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:H,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.001667,1,0,0,0,0,4.746667,0,0,5,5,0,0,0,1
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:N,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.083333,1,0,0,0,0,3.815,0,0,5,5,0,0,0,1
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.996667,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.008333,1,0,0,0,0,4.841667,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.975,0,1.366667,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.006667,1,0,0,0,0,4.631667,0,1.366667,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.991667,0,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.006667,1,0,0,0,0,4.778333,0,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.001667,1,0,0,0,0,4.885,0,1.366667,0,0,0,3,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.05,1,0,0,0,0,4.256667,0,1.318333,0,0,0,3,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.828333,0,1.366667,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.006667,1,0,0,0,0,4.088333,0,1.293333,0,0,0,2,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.028333,1,0,0,0,0,4.503333,0,1.418333,0,0,0,2,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.073333,1,0,0,0,0,3.648333,0,1.305,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.876667,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.058333,1,0,0,0,0,4.31,0,0,0,0,0,3,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:H,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1,1,0,0,0,0,4.878333,0,0.588333,0,0,0,2,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:N,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.025,1,0,0,0,0,4.226667,0,0.531667,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.235,2,0,0,0,0,4.66,0,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.325,2,0,0,0,0,3.92,0,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.001667,1,0,0,0,0,4.508333,0,1.418333,0,0,0,1,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,N,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.005,1,0,0,0,0,3.545,0,1.278333,0,0,0,1,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:H,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,H,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.136667,2,0,0,0,0,4.078333,0,1.368333,0,0,0,3,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:N,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,N,6,600,565,10,25,0.941667,0.9625,0.919953,0.957761,0.16,B03_SUMMON,B06_REFRESH,1.41,2,0,0,0,0,2.073333,0.02,1.271667,0,0,0,3,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,H,6,600,454,67,79,0.756667,0.8225,0.72077,0.789297,0.395,B02_BREAK,B04_DEATH,2.068333,3,0,0,0,0,1.448333,0.13,0,0,0,5.623333,7.595,2.795,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,N,6,600,0,594,6,0,0.005,0,0.006362,0.03,B02_BREAK,B01_SHIELD,1.828333,2,0,0,0,0,0,2.323333,0,0,0,6.535,7.191667,3.176667,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,H,6,600,533,23,44,0.888333,0.925,0.860621,0.911105,0.17,B03_SUMMON,B06_REFRESH,1.915,2,0,0,0,0,1.858333,0.056667,0,0,0,3.003333,5.993333,1.785,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,N,6,600,2,590,8,0.003333,0.01,0.000915,0.012071,0.06,B02_BREAK,B01_SHIELD,1.718333,2,0,0,0,0,0.003333,2.795,0,0,0,4.545,6.351667,2.733333,0
Map:map_soulforge_city:f3_normal:f3_normal_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_normal,Normal,2,,,,f3_normal_encounter,千环炉墙,4,H,6,600,518,36,46,0.863333,0.901667,0.833527,0.888517,0.13,B03_SUMMON,B05_SPELL,2,3,0,0,0,0,1.81,0.071667,0,0,0,4.293333,6.281667,2.345,0
Map:map_soulforge_city:f3_normal:f3_normal_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_normal,Normal,2,,,,f3_normal_encounter,千环炉墙,4,N,6,600,1,590,9,0.001667,0.009167,0.000294,0.00938,0.025,B03_SUMMON,B01_SHIELD,1.83,2,0,0,0,0,0.001667,2.375,0,0,0,5.425,6.2,3.003333,0
Map:map_soulforge_city:f3_mid_mechanic:f3_mid_mechanic_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_mid_mechanic,Normal,3,,,,f3_mid_mechanic_encounter,不熄接力炉,4,H,6,600,251,227,122,0.418333,0.52,0.379505,0.458201,0.715,B03_SUMMON,B04_DEATH,2.13,3,0,0,0,0,0.645,0.513333,0,0,0,5.945,7.818333,2.903333,0
Map:map_soulforge_city:f3_mid_mechanic:f3_mid_mechanic_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_mid_mechanic,Normal,3,,,,f3_mid_mechanic_encounter,不熄接力炉,4,N,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.623333,2,0,0,0,0,0,3.323333,0,0,0,6.278333,6.771667,3.398333,0
Map:map_soulforge_city:f3_route_normal:f3_route_normal_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_route_normal,Normal,4,Adventure,,,f3_route_normal_encounter,熔核接力军,4,H,6,600,166,326,108,0.276667,0.366667,0.242378,0.313796,0.655,B03_SUMMON,B05_SPELL,2.113333,3,0,0,0,0,0.38,0.81,0,0,0,6.1,7.815,2.981667,0
Map:map_soulforge_city:f3_route_normal:f3_route_normal_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_route_normal,Normal,4,Adventure,,,f3_route_normal_encounter,熔核接力军,4,N,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.411667,2,0,0,0,0,0,3.795,0,0,0,6.125,6.5,3.441667,0
Map:map_soulforge_city:f3_elite:f3_c4_elite_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_elite,Elite,4,Aggressive,,,f3_c4_elite_encounter,千环裁决团,5,H,6,600,302,201,97,0.503333,0.584167,0.463433,0.543191,0.8,B03_SUMMON,B05_SPELL,1.941667,2,0,0,0,0,0.708333,0.551667,0,0,0,3.356667,6.206667,1.991667,0
Map:map_soulforge_city:f3_elite:f3_c4_elite_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_elite,Elite,4,Aggressive,,,f3_c4_elite_encounter,千环裁决团,5,N,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.315,2,0,0,0,0,0,3.576667,0,0,0,4.278333,5.38,2.87,0
Map:map_soulforge_city:f3_route_safe:f3_route_safe_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_route_safe,Normal,4,Conservative,,,f3_route_safe_encounter,千环守势军,3,H,6,600,371,139,90,0.618333,0.693333,0.578826,0.656335,0.585,B03_SUMMON,B05_SPELL,2.048333,3,0,0,0,0,1.078333,0.301667,0,0,0,4.528333,6.451667,2.49,0
Map:map_soulforge_city:f3_route_safe:f3_route_safe_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_route_safe,Normal,4,Conservative,,,f3_route_safe_encounter,千环守势军,3,N,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.515,2,0,0,0,0,0,3.37,0,0,0,5.263333,5.76,3.261667,0
Event:map_soulforge_city:final_hunt_f3:f3_c4_event_ambush_encounter:H,Event,map_soulforge_city,铸魂熔城,3,final_hunt_f3,EventCombat,4,Event,final_hunt_f3,终阶猎杀,f3_c4_event_ambush_encounter,熔巷伏炉军,5,H,6,600,157,333,110,0.261667,0.353333,0.228092,0.298274,0.65,B03_SUMMON,B05_SPELL,2.103333,3,0,0,0,0,0.36,0.846667,0,0,0,6.105,7.798333,2.985,0
Event:map_soulforge_city:final_hunt_f3:f3_c4_event_ambush_encounter:N,Event,map_soulforge_city,铸魂熔城,3,final_hunt_f3,EventCombat,4,Event,final_hunt_f3,终阶猎杀,f3_c4_event_ambush_encounter,熔巷伏炉军,5,N,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.405,2,0,0,0,0,0,3.853333,0,0,0,6.091667,6.408333,3.44,0
Map:map_soulforge_city:f3_late_forge:f3_c5_forge_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_late_forge,Normal,5,,,,f3_c5_forge_encounter,不熄炉墙终检,5,H,6,600,197,283,120,0.328333,0.428333,0.291954,0.366897,0.63,B03_SUMMON,B04_DEATH,2.166667,3,0,0,0,0,0.466667,0.706667,0,0,0,6.59,7.246667,3.19,0
Map:map_soulforge_city:f3_late_forge:f3_c5_forge_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_late_forge,Normal,5,,,,f3_c5_forge_encounter,不熄炉墙终检,5,N,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.383333,2,0,0,0,0,0,3.978333,0,0,0,6.486667,5.838333,3.675,0
Map:map_soulforge_city:f3_late_wild:f3_c5_wild_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_late_wild,Normal,5,,,,f3_c5_wild_encounter,裂炉誓刃终检,5,H,6,600,4,584,12,0.006667,0.016667,0.002596,0.017015,0.05,B02_BREAK,B01_SHIELD,1.83,2,0,0,0,0,0.013333,2.345,1.836667,0,0,5.018333,6.698333,2.81,0
Map:map_soulforge_city:f3_late_wild:f3_c5_wild_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_late_wild,Normal,5,,,,f3_c5_wild_encounter,裂炉誓刃终检,5,N,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.055,1,0,0,0,0,0,4.413333,1.67,0,0,4.615,4.533333,3.408333,0
Map:map_soulforge_city:f3_boss:f3_c6_boss_encounter:H,Map,map_soulforge_city,铸魂熔城,3,f3_boss,Boss,6,,,,f3_c6_boss_encounter,铸魂不灭王,5,H,6,600,1,593,6,0.001667,0.006667,0.000294,0.00938,0.035,B02_BREAK,B05_SPELL,1.658333,2,0,0,0,0,0.001667,2.606667,1.698333,0,0,6.086667,6.67,3.105,0
Map:map_soulforge_city:f3_boss:f3_c6_boss_encounter:N,Map,map_soulforge_city,铸魂熔城,3,f3_boss,Boss,6,,,,f3_c6_boss_encounter,铸魂不灭王,5,N,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.025,1,0,0,0,0,0,4.585,1.666667,0,0,5.558333,4.755,3.356667,0
