buildA,buildB,developmentLevel,battles,aWins,bWins,draws,aScoreRate,aDecisiveWinWilsonLow,aDecisiveWinWilsonHigh,roundLimitRate,mutualEliminationRate,medianRounds,p90Rounds,meanRound1RawDamageA,meanRound1RawDamageB,meanSurvivorsA,meanSurvivorsB,meanSummonFailuresA,meanSummonFailuresB,meanImmediateAttacksA,meanImmediateAttacksB,meanShieldBlocksA,meanShieldBlocksB,meanFurnaceTransfersA,meanFurnaceTransfersB,meanPermanentDeltaA,meanPermanentDeltaB,meanFlourishGainedA,meanFlourishGainedB,effectLimitHits,exceptions
B03_SUMMON,B05_SPELL,N,200,1,191,8,0.025,0.00092,0.028907,0,0.04,1,1,86.395,140.295,0.005,1.84,0,0,4.64,0,0,2,0,0,3.72,0,0.865,0,0,0
B03_SUMMON,B06_REFRESH,N,200,10,151,39,0.1475,0.034084,0.110548,0,0.195,1,2,93.91,115.04,0.07,1.12,0,0,4.115,0,0,3,0,0,3.63,0,0.98,0,0,0
B04_DEATH,B05_SPELL,N,200,38,86,76,0.38,0.232141,0.392394,0,0.38,1,2,160.76,96.48,0.19,0.52,0,0,0,0,0,2,0,0,17.53,0,0,0,0,0
B04_DEATH,B06_REFRESH,N,200,117,14,69,0.7575,0.828595,0.935265,0,0.345,1,2,168.7,81.275,0.645,0.075,0,0,0,0,0,3,0,0,17.75,0,0,0,0,0
B05_SPELL,B06_REFRESH,N,200,179,0,21,0.9475,0.97899,1,0,0.105,2,2,114.43,87.675,1.605,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
B01_SHIELD,B02_BREAK,H,200,39,118,43,0.3025,0.18737,0.321463,0,0.215,2,3,168.035,206.165,0.245,0.895,0,0,0,0,5.725,6.245,3.735,2.73,3,9,0,0,0,0
B01_SHIELD,B03_SUMMON,H,200,114,45,41,0.6725,0.642486,0.781239,0,0.205,1,2,226.58,204.16,1.015,0.325,0,0,0,3.87,5.805,0,3.875,0,3,7.44,0,0.965,0,0
B01_SHIELD,B04_DEATH,H,200,194,1,5,0.9825,0.971528,0.999094,0,0.025,1,2,164.115,306.35,1.87,0.005,0,0,0,0,5.005,0,3.645,0,3,33.34,0,0,0,0
B01_SHIELD,B05_SPELL,H,200,149,7,44,0.855,0.910284,0.978097,0,0.22,2,2,171.915,235.51,1.13,0.04,0,0,0,0,5.58,2,3.725,0,3,0,0,0,0,0
B01_SHIELD,B06_REFRESH,H,200,149,8,43,0.8525,0.902683,0.973957,0,0.215,2,2,183.2,186.36,1.045,0.055,0,0,0,0,5.775,5,3.84,0,3,0,0,0,0,0
B02_BREAK,B03_SUMMON,H,200,152,13,35,0.8475,0.869877,0.95338,0,0.175,1,2,339.4,193.135,1.46,0.07,0,0,0,3.675,7.26,0,3.62,0,9,6.42,0,0.8,0,0
B02_BREAK,B04_DEATH,H,200,200,0,0,1,0.981155,1,0,0,1,2,177.285,297.585,2.8,0,0,0,0,0,5.33,0,2.7,0,9,31.37,0,0,0,0
B02_BREAK,B05_SPELL,H,200,190,2,8,0.97,0.962821,0.997139,0,0.04,2,2,202.605,220.77,2.165,0.01,0,0,0,0,6.04,2,2.765,0,9,0,0,0,0,0
B02_BREAK,B06_REFRESH,H,200,136,19,45,0.7925,0.81648,0.920103,0,0.225,2,2,223.925,178.39,1.11,0.105,0,0,0,0,6.03,5,2.73,0,9,0,0,0,0,0
B03_SUMMON,B04_DEATH,H,200,198,0,2,0.995,0.980968,1,0,0.01,1,1,155.38,331.545,2.315,0,0,0,4.095,0,0,0,0,0,7.68,31.9,0.985,0,0,0
B03_SUMMON,B05_SPELL,H,200,76,71,53,0.5125,0.436827,0.59632,0,0.265,1,1,193.29,272.705,0.53,0.605,0,0,4.385,0,0,2,0,0,7.34,0,0.83,0,0,0
B03_SUMMON,B06_REFRESH,H,200,92,59,49,0.5825,0.529662,0.683459,0,0.245,1,1,214.165,219.34,0.615,0.475,0,0,4.25,0,0,5,0,0,7.26,0,0.98,0,0,0
B04_DEATH,B05_SPELL,H,200,9,147,44,0.155,0.030646,0.105999,0,0.22,1,2,278.235,189.78,0.045,1.01,0,0,0,0,0,2,0,0,34.54,0,0,0,0,0
B04_DEATH,B06_REFRESH,H,200,0,198,2,0.005,0,0.019032,0,0.01,1,2,328.28,155.93,0,2.01,0,0,0,0,0,4.88,0,0,34.45,0,0,0,0,0
B05_SPELL,B06_REFRESH,H,200,50,69,81,0.4525,0.335344,0.509985,0,0.405,2,2,238.375,177.82,0.265,0.37,0,0,0,0,2,5,0,0,0,0,0,0,0,0
