buildA,buildB,developmentLevel,battles,aWins,bWins,draws,aScoreRate,aDecisiveWinWilsonLow,aDecisiveWinWilsonHigh,roundLimitRate,mutualEliminationRate,medianRounds,p90Rounds,meanRound1RawDamageA,meanRound1RawDamageB,meanSurvivorsA,meanSurvivorsB,meanSummonFailuresA,meanSummonFailuresB,meanImmediateAttacksA,meanImmediateAttacksB,meanShieldBlocksA,meanShieldBlocksB,meanFurnaceTransfersA,meanFurnaceTransfersB,meanPermanentDeltaA,meanPermanentDeltaB,meanFlourishGainedA,meanFlourishGainedB,effectLimitHits,exceptions
B04_DEATH,B05_SPELL,N,2000,370,875,755,0.37375,0.272458,0.323167,0,0.3775,1,2,162.4705,96.7035,0.1895,0.5145,0,0,0,0,0,2,0,0,17.528,0,0,0,0,0
B04_DEATH,B06_REFRESH,N,2000,1198,162,640,0.759,0.862585,0.897034,0,0.32,1,2,169.5165,81.6635,0.683,0.0855,0,0,0,0,0,3,0,0,17.762,0,0,0,0,0
B05_SPELL,B06_REFRESH,N,2000,1834,18,148,0.954,0.984689,0.993843,0,0.074,2,2,114.2035,87.467,1.626,0.009,0,0,0,0,2,3,0,0,0,0,0,0,0,0
B01_SHIELD,B02_BREAK,H,2000,1590,237,173,0.83825,0.854092,0.884912,0,0.0865,2,3,167.4725,208.4515,1.9255,0.1535,0,0,0,0,9.13,6.226,3.824,2.743,3,9,0,0,0,0
B01_SHIELD,B03_SUMMON,H,2000,1845,60,95,0.94625,0.95967,0.975453,0,0.0475,1,2,236.23,221.3765,2.537,0.04,0,0,0,3.973,10.2895,0,3.9075,0,3,7.52,0,0.9665,0,0
B01_SHIELD,B04_DEATH,H,2000,2000,0,0,1,0.998083,1,0,0,1,2,166.1685,321.6965,3.3915,0,0,0,0,0,7.218,0,3.857,0,3,33.813,0,0,0,0
B01_SHIELD,B05_SPELL,H,2000,1978,5,17,0.99325,0.994111,0.998923,0,0.0085,2,2,172.9075,242.741,3.013,0.0025,0,0,0,0,8.5615,2,3.861,0,3,0,0,0,0,0
B01_SHIELD,B06_REFRESH,H,2000,1990,1,9,0.99725,0.99716,0.999911,0,0.0045,2,2,183.6575,188.701,2.908,0.0005,0,0,0,0,8.962,5,3.95,0,3,0,0,0,0,0
B02_BREAK,B03_SUMMON,H,2000,1467,134,399,0.83325,0.90172,0.928891,0,0.1995,1,2,335.9625,192.6225,1.414,0.076,0,0,0,3.555,7.215,0,3.589,0,9,6.402,0,0.8005,0,0
B02_BREAK,B04_DEATH,H,2000,1996,0,4,0.999,0.998079,1,0,0.002,1,2,176.9875,299.384,2.8125,0,0,0,0,0,5.331,0,2.6975,0,9,31.426,0,0,0,0
B02_BREAK,B05_SPELL,H,2000,1881,14,105,0.96675,0.987637,0.995594,0,0.0525,2,2,200.4855,219.3835,2.167,0.007,0,0,0,0,6.03,2,2.757,0,9,0,0,0,0,0
B02_BREAK,B06_REFRESH,H,2000,1387,207,406,0.795,0.852742,0.885754,0,0.203,2,2,223.2985,178.956,1.0745,0.1195,0,0,0,0,6.0195,5,2.71,0,9,0,0,0,0,0
B03_SUMMON,B04_DEATH,H,2000,1931,32,37,0.97475,0.977078,0.988429,0,0.0185,1,1,155.8035,340.4065,2.243,0.0165,0,0,4.035,0,0,0,0,0,7.752,31.908,0.9745,0,0,0
B03_SUMMON,B05_SPELL,H,2000,742,757,501,0.49625,0.469732,0.520287,0,0.2505,1,1,193.653,273.359,0.527,0.6395,0,0,4.37,0,0,2,0,0,7.334,0,0.8415,0,0,0
B03_SUMMON,B06_REFRESH,H,2000,951,658,391,0.57325,0.566839,0.614828,0,0.1955,1,1,212.427,218.076,0.6525,0.5415,0,0,4.158,0,0,5,0,0,7.222,0,0.987,0,0,0
B04_DEATH,B05_SPELL,H,2000,54,1497,449,0.13925,0.026782,0.045149,0,0.2245,1,2,283.121,190.368,0.027,1.0805,0,0,0,0,0,2,0,0,34.539,0,0,0,0,0
B04_DEATH,B06_REFRESH,H,2000,0,1983,17,0.00425,0,0.001933,0,0.0085,1,2,330.3445,157.236,0,2.081,0,0,0,0,0,4.908,0,0,34.377,0,0,0,0,0
B05_SPELL,B06_REFRESH,H,2000,429,651,920,0.4445,0.368453,0.42672,0,0.46,2,2,238.0565,177.654,0.2255,0.357,0,0,0,0,2,5,0,0,0,0,0,0,0,0
