aggregate_id,source,map_id,map_name,floor,node_id,node_type,combat_index,route_tag,event_id,event_name,encounter_id,encounter_name,threat_rating,development_level,scenario_count,battles,player_wins,enemy_wins,draws,player_win_rate,player_score_rate,win_ci95_low,win_ci95_high,build_score_spread,weakest_build_id,strongest_build_id,average_rounds,p90_rounds,round_limit_count,round_limit_rate,effect_limit_hits,exceptions,average_player_survivors,average_enemy_survivors,enemy_cleave_hits_per_battle,enemy_summon_attempts_per_battle,enemy_summon_successes_per_battle,enemy_shields_granted_per_battle,enemy_shield_blocks_per_battle,enemy_furnace_transfers_per_battle,enemy_flourish_gained_per_battle
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:C5,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,C5,6,600,15,564,21,0.025,0.0425,0.015208,0.040836,0.24,B01_SHIELD,B04_DEATH,1.485,2,0,0,0,0,0.03,2.133333,0,3.883333,3.883333,0,0,0,0.856667
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:C2,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,C2,6,600,600,0,0,1,1,0.993638,1,0,B01_SHIELD,B06_REFRESH,1.28,2,0,0,0,0,3.515,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,C2,6,600,496,36,68,0.826667,0.883333,0.794325,0.854852,0.37,B03_SUMMON,B06_REFRESH,1.19,2,0,0,0,0,2.268333,0.066667,1.443333,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:C2,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,C2,6,600,578,1,21,0.963333,0.980833,0.945108,0.975663,0.095,B03_SUMMON,B06_REFRESH,1.141667,2,0,0,0,0,2.9,0.001667,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:C4,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,C4,6,600,595,1,4,0.991667,0.995,0.980642,0.996435,0.03,B01_SHIELD,B06_REFRESH,1.255,2,0,0,0,0,3.311667,0.001667,1.326667,0,0,0,3,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:C4,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,C4,6,600,589,0,11,0.981667,0.990833,0.967472,0.989733,0.055,B01_SHIELD,B06_REFRESH,1.181667,2,0,0,0,0,3.143333,0,1.295,0,0,0,2,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:C4,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,C4,6,600,481,62,57,0.801667,0.849167,0.767886,0.831609,0.54,B01_SHIELD,B06_REFRESH,1.303333,2,0,0,0,0,2.031667,0.155,1.426667,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:C4,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,C4,6,600,598,0,2,0.996667,0.998333,0.987929,0.999085,0.01,B01_SHIELD,B06_REFRESH,1.241667,2,0,0,0,0,3.543333,0,0,0,0,0,3,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:C4,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,C4,6,600,595,0,5,0.991667,0.995833,0.980642,0.996435,0.025,B01_SHIELD,B06_REFRESH,1.183333,2,0,0,0,0,3.37,0,0.456667,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:C5,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,C5,6,600,598,0,2,0.996667,0.998333,0.987929,0.999085,0.01,B01_SHIELD,B06_REFRESH,1.475,2,0,0,0,0,3.068333,0,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:C5,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,C5,6,600,576,3,21,0.96,0.9775,0.941172,0.972975,0.135,B01_SHIELD,B06_REFRESH,1.093333,1,0,0,0,0,2.781667,0.006667,1.391667,0,0,0,0.998333,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:C5,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,C5,6,600,200,281,119,0.333333,0.4325,0.296779,0.372008,0.605,B01_SHIELD,B05_SPELL,1.393333,2,0,0,0,0,0.486667,0.831667,1.378333,0,0,0,2.996667,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:C2,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,C2,6,600,0,594,6,0,0.005,0,0.006362,0.03,B02_BREAK,B01_SHIELD,1.826667,2,0,0,0,0,0,2.343333,0,0,0,6.553333,7.205,3.181667,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:C2,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,C2,6,600,2,590,8,0.003333,0.01,0.000915,0.012071,0.06,B02_BREAK,B01_SHIELD,1.718333,2,0,0,0,0,0.003333,2.796667,0,0,0,4.546667,6.351667,2.733333,0
Map:map_soulforge_city:f3_normal:f3_normal_encounter:C2,Map,map_soulforge_city,铸魂熔城,3,f3_normal,Normal,2,,,,f3_normal_encounter,千环炉墙,4,C2,6,600,1,590,9,0.001667,0.009167,0.000294,0.00938,0.025,B03_SUMMON,B01_SHIELD,1.83,2,0,0,0,0,0.001667,2.39,0,0,0,5.431667,6.203333,3.011667,0
Map:map_soulforge_city:f3_mid_mechanic:f3_mid_mechanic_encounter:C4,Map,map_soulforge_city,铸魂熔城,3,f3_mid_mechanic,Normal,3,,,,f3_mid_mechanic_encounter,不熄接力炉,4,C4,6,600,0,597,3,0,0.0025,0,0.006362,0.015,B02_BREAK,B01_SHIELD,1.801667,2,0,0,0,0,0,2.573333,0,0,0,6.56,7.165,3.241667,0
Map:map_soulforge_city:f3_route_normal:f3_route_normal_encounter:C4,Map,map_soulforge_city,铸魂熔城,3,f3_route_normal,Normal,4,Adventure,,,f3_route_normal_encounter,熔核接力军,4,C4,6,600,55,439,106,0.091667,0.18,0.071103,0.117426,0.3,B04_DEATH,B02_BREAK,1.945,3,0,0,0,0,0.111667,1.028333,0,0,0,4.075,5.728333,1.823333,0
Map:map_soulforge_city:f3_elite:f3_c4_elite_encounter:C4,Map,map_soulforge_city,铸魂熔城,3,f3_elite,Elite,4,Aggressive,,,f3_c4_elite_encounter,千环裁决团,5,C4,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.436667,2,0,0,0,0,0,3.111667,0,0,0,4.243333,5.931667,2.63,0
Map:map_soulforge_city:f3_route_safe:f3_route_safe_encounter:C4,Map,map_soulforge_city,铸魂熔城,3,f3_route_safe,Normal,4,Conservative,,,f3_route_safe_encounter,千环守势军,3,C4,6,600,121,289,190,0.201667,0.36,0.171505,0.235624,0.26,B04_DEATH,B06_REFRESH,1.975,3,0,0,0,0,0.248333,0.563333,0,0,0,3.945,5.785,1.835,0
Event:map_soulforge_city:final_hunt_f3:f3_c4_event_ambush_encounter:C4,Event,map_soulforge_city,铸魂熔城,3,final_hunt_f3,EventCombat,4,Event,final_hunt_f3,终阶猎杀,f3_c4_event_ambush_encounter,熔巷伏炉军,5,C4,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.621667,2,0,0,0,0,0,3.171667,0,0,0,6.328333,6.823333,3.326667,0
Map:map_soulforge_city:f3_late_forge:f3_c5_forge_encounter:C5,Map,map_soulforge_city,铸魂熔城,3,f3_late_forge,Normal,5,,,,f3_c5_forge_encounter,千环炉墙终检,5,C5,6,600,18,450,132,0.03,0.14,0.019059,0.046921,0.32,B02_BREAK,B06_REFRESH,1.698333,2,0,0,0,0,0.031667,1.048333,0,0,0,1.961667,1.943333,0,0
Map:map_soulforge_city:f3_late_wild:f3_c5_wild_encounter:C5,Map,map_soulforge_city,铸魂熔城,3,f3_late_wild,Normal,5,,,,f3_c5_wild_encounter,裂炉誓刃终检,5,C5,6,600,103,396,101,0.171667,0.255833,0.143606,0.203905,0.435,B04_DEATH,B06_REFRESH,2.036667,3,0,0,0,0,0.21,1.083333,0,0,0,4.125,6.815,1.941667,0
Map:map_soulforge_city:f3_boss:f3_c6_boss_encounter:C5,Map,map_soulforge_city,铸魂熔城,3,f3_boss,Boss,6,,,,f3_c6_boss_encounter,铸魂不灭王,5,C5,6,600,57,449,94,0.095,0.173333,0.074048,0.121105,0.395,B04_DEATH,B06_REFRESH,1.97,3,0,0,0,0,0.113333,1.068333,0,0,0,4.185,5.833333,1.83,0
