scenario_id,source,map_id,map_name,floor,node_id,node_type,combat_index,route_tag,event_id,event_name,encounter_id,encounter_name,threat_rating,build_id,development_level,battles,player_wins,enemy_wins,draws,player_win_rate,player_score_rate,win_ci95_low,win_ci95_high,average_rounds,p90_rounds,round_limit_count,effect_limit_hits,exceptions,average_player_survivors,average_enemy_survivors,enemy_cleave_hits_per_battle,enemy_summon_attempts_per_battle,enemy_summon_successes_per_battle,enemy_shields_granted_per_battle,enemy_shield_blocks_per_battle,enemy_furnace_transfers_per_battle,enemy_flourish_gained_per_battle
Map:map_wilderness:f1_mid_mechanic:f1_mid_mechanic_encounter:B04_DEATH_F1_C4,Map,map_wilderness,荒野,1,f1_mid_mechanic,Normal,3,,,,f1_mid_mechanic_encounter,盘根育巢,2,B04_DEATH,C4,100,100,0,0,1,1,0.963007,1,1.99,2,0,0,0,1.47,0,0,2,2,0,0,0,0
Map:map_wilderness:f1_mid_mechanic:f1_mid_mechanic_encounter:B05_SPELL_F1_C4,Map,map_wilderness,荒野,1,f1_mid_mechanic,Normal,3,,,,f1_mid_mechanic_encounter,盘根育巢,2,B05_SPELL,C4,100,76,4,20,0.76,0.86,0.667677,0.833087,1.49,2,0,0,0,0.99,0.04,0,2,2,0,0,0,0
Map:map_wilderness:f1_mid_mechanic:f1_mid_mechanic_encounter:B06_REFRESH_F1_C4,Map,map_wilderness,荒野,1,f1_mid_mechanic,Normal,3,,,,f1_mid_mechanic_encounter,盘根育巢,2,B06_REFRESH,C4,100,46,17,37,0.46,0.645,0.365608,0.557351,1.45,2,0,0,0,0.69,0.17,0,2,2,0,0,0,0
Map:map_wilderness:f1_route_normal:f1_route_normal_encounter:B01_SHIELD_F1_C4,Map,map_wilderness,荒野,1,f1_route_normal,Normal,4,Adventure,,,f1_route_normal_encounter,狐影繁生队,3,B01_SHIELD,C4,100,0,100,0,0,0,0,0.036993,1.07,1,0,0,0,0,2.64,0,2,2,0,0,0,0
Map:map_wilderness:f1_route_normal:f1_route_normal_encounter:B02_BREAK_F1_C4,Map,map_wilderness,荒野,1,f1_route_normal,Normal,4,Adventure,,,f1_route_normal_encounter,狐影繁生队,3,B02_BREAK,C4,100,0,87,13,0,0.065,0,0.036993,2,2,0,0,0,0,0.87,0,2,2,0,0,0,0
Map:map_wilderness:f1_route_normal:f1_route_normal_encounter:B03_SUMMON_F1_C4,Map,map_wilderness,荒野,1,f1_route_normal,Normal,4,Adventure,,,f1_route_normal_encounter,狐影繁生队,3,B03_SUMMON,C4,100,0,96,4,0,0.02,0,0.036993,1.17,2,0,0,0,0,1.74,0,2,2,0,0,0,0
Map:map_wilderness:f1_route_normal:f1_route_normal_encounter:B04_DEATH_F1_C4,Map,map_wilderness,荒野,1,f1_route_normal,Normal,4,Adventure,,,f1_route_normal_encounter,狐影繁生队,3,B04_DEATH,C4,100,48,2,50,0.48,0.73,0.384646,0.576834,1.84,2,0,0,0,0.59,0.02,0,2,2,0,0,0,0
Map:map_wilderness:f1_route_normal:f1_route_normal_encounter:B05_SPELL_F1_C4,Map,map_wilderness,荒野,1,f1_route_normal,Normal,4,Adventure,,,f1_route_normal_encounter,狐影繁生队,3,B05_SPELL,C4,100,2,83,15,0.02,0.095,0.005502,0.070012,1.45,2,0,0,0,0.02,1.11,0,1.96,1.96,0,0,0,0
Map:map_wilderness:f1_route_normal:f1_route_normal_encounter:B06_REFRESH_F1_C4,Map,map_wilderness,荒野,1,f1_route_normal,Normal,4,Adventure,,,f1_route_normal_encounter,狐影繁生队,3,B06_REFRESH,C4,100,0,94,6,0,0.03,0,0.036993,1.3,2,0,0,0,0,1.72,0,2,2,0,0,0,0
Map:map_wilderness:f1_elite_wall:f1_c4_elite_encounter:B01_SHIELD_F1_C4,Map,map_wilderness,荒野,1,f1_elite_wall,Elite,4,Aggressive,,,f1_c4_elite_encounter,百根围猎队,4,B01_SHIELD,C4,100,0,100,0,0,0,0,0.036993,1.14,2,0,0,0,0,3.06,0,0.4,0.4,0,0,0,0
Map:map_wilderness:f1_elite_wall:f1_c4_elite_encounter:B02_BREAK_F1_C4,Map,map_wilderness,荒野,1,f1_elite_wall,Elite,4,Aggressive,,,f1_c4_elite_encounter,百根围猎队,4,B02_BREAK,C4,100,0,100,0,0,0,0,0.036993,1.86,2,0,0,0,0,1.78,0,1.84,1.84,0,0,0,0
Map:map_wilderness:f1_elite_wall:f1_c4_elite_encounter:B03_SUMMON_F1_C4,Map,map_wilderness,荒野,1,f1_elite_wall,Elite,4,Aggressive,,,f1_c4_elite_encounter,百根围猎队,4,B03_SUMMON,C4,100,0,100,0,0,0,0,0.036993,1.12,2,0,0,0,0,2.02,0,1.46,1.46,0,0,0,0
Map:map_wilderness:f1_elite_wall:f1_c4_elite_encounter:B04_DEATH_F1_C4,Map,map_wilderness,荒野,1,f1_elite_wall,Elite,4,Aggressive,,,f1_c4_elite_encounter,百根围猎队,4,B04_DEATH,C4,100,4,66,30,0.04,0.19,0.015663,0.098371,1.85,2,0,0,0,0.05,0.74,0,1.98,1.98,0,0,0,0
Map:map_wilderness:f1_elite_wall:f1_c4_elite_encounter:B05_SPELL_F1_C4,Map,map_wilderness,荒野,1,f1_elite_wall,Elite,4,Aggressive,,,f1_c4_elite_encounter,百根围猎队,4,B05_SPELL,C4,100,0,100,0,0,0,0,0.036993,1.1,1,0,0,0,0,1.43,0,1.74,1.74,0,0,0,0
Map:map_wilderness:f1_elite_wall:f1_c4_elite_encounter:B06_REFRESH_F1_C4,Map,map_wilderness,荒野,1,f1_elite_wall,Elite,4,Aggressive,,,f1_c4_elite_encounter,百根围猎队,4,B06_REFRESH,C4,100,0,100,0,0,0,0,0.036993,1.07,1,0,0,0,0,1.84,0,1.68,1.68,0,0,0,0
Map:map_wilderness:f1_route_safe:f1_route_safe_encounter:B01_SHIELD_F1_C4,Map,map_wilderness,荒野,1,f1_route_safe,Normal,4,Conservative,,,f1_route_safe_encounter,盘根守林队,2,B01_SHIELD,C4,100,0,100,0,0,0,0,0.036993,1.45,2,0,0,0,0,2.4,0,0.67,0.67,0,0,0,0
Map:map_wilderness:f1_route_safe:f1_route_safe_encounter:B02_BREAK_F1_C4,Map,map_wilderness,荒野,1,f1_route_safe,Normal,4,Conservative,,,f1_route_safe_encounter,盘根守林队,2,B02_BREAK,C4,100,48,41,11,0.48,0.535,0.384646,0.576834,2.04,2,0,0,0,0.62,0.5,0,1,1,0,0,0,0
Map:map_wilderness:f1_route_safe:f1_route_safe_encounter:B03_SUMMON_F1_C4,Map,map_wilderness,荒野,1,f1_route_safe,Normal,4,Conservative,,,f1_route_safe_encounter,盘根守林队,2,B03_SUMMON,C4,100,6,69,25,0.06,0.185,0.027786,0.124768,1.36,2,0,0,0,0.06,0.94,0,0.97,0.97,0,0,0,0
Map:map_wilderness:f1_route_safe:f1_route_safe_encounter:B04_DEATH_F1_C4,Map,map_wilderness,荒野,1,f1_route_safe,Normal,4,Conservative,,,f1_route_safe_encounter,盘根守林队,2,B04_DEATH,C4,100,87,0,13,0.87,0.935,0.790196,0.922428,2.07,2,0,0,0,1.31,0,0,1,1,0,0,0,0
Map:map_wilderness:f1_route_safe:f1_route_safe_encounter:B05_SPELL_F1_C4,Map,map_wilderness,荒野,1,f1_route_safe,Normal,4,Conservative,,,f1_route_safe_encounter,盘根守林队,2,B05_SPELL,C4,100,45,24,31,0.45,0.605,0.356145,0.547554,1.96,2,0,0,0,0.57,0.26,0,1,1,0,0,0,0
Map:map_wilderness:f1_route_safe:f1_route_safe_encounter:B06_REFRESH_F1_C4,Map,map_wilderness,荒野,1,f1_route_safe,Normal,4,Conservative,,,f1_route_safe_encounter,盘根守林队,2,B06_REFRESH,C4,100,20,52,28,0.2,0.34,0.133367,0.288829,1.77,2,0,0,0,0.28,0.63,0,1,1,0,0,0,0
Event:map_wilderness:roadside_ambush_f1:f1_c4_event_ambush_encounter:B01_SHIELD_F1_C4,Event,map_wilderness,荒野,1,roadside_ambush_f1,EventCombat,4,Event,roadside_ambush_f1,荒径伏击,f1_c4_event_ambush_encounter,盘根伏猎群,3,B01_SHIELD,C4,100,0,100,0,0,0,0,0.036993,1.37,2,0,0,0,0,2.2,0,0.79,0.79,0,0,0,0
Event:map_wilderness:roadside_ambush_f1:f1_c4_event_ambush_encounter:B02_BREAK_F1_C4,Event,map_wilderness,荒野,1,roadside_ambush_f1,EventCombat,4,Event,roadside_ambush_f1,荒径伏击,f1_c4_event_ambush_encounter,盘根伏猎群,3,B02_BREAK,C4,100,0,57,43,0,0.215,0,0.036993,2,2,0,0,0,0,0.63,0,0.92,0.92,0,0,0,0
Event:map_wilderness:roadside_ambush_f1:f1_c4_event_ambush_encounter:B03_SUMMON_F1_C4,Event,map_wilderness,荒野,1,roadside_ambush_f1,EventCombat,4,Event,roadside_ambush_f1,荒径伏击,f1_c4_event_ambush_encounter,盘根伏猎群,3,B03_SUMMON,C4,100,0,73,27,0,0.135,0,0.036993,1.32,2,0,0,0,0,0.87,0,0.94,0.94,0,0,0,0
Event:map_wilderness:roadside_ambush_f1:f1_c4_event_ambush_encounter:B04_DEATH_F1_C4,Event,map_wilderness,荒野,1,roadside_ambush_f1,EventCombat,4,Event,roadside_ambush_f1,荒径伏击,f1_c4_event_ambush_encounter,盘根伏猎群,3,B04_DEATH,C4,100,72,0,28,0.72,0.86,0.62512,0.798603,1.97,2,0,0,0,0.89,0,0,1,1,0,0,0,0
Event:map_wilderness:roadside_ambush_f1:f1_c4_event_ambush_encounter:B05_SPELL_F1_C4,Event,map_wilderness,荒野,1,roadside_ambush_f1,EventCombat,4,Event,roadside_ambush_f1,荒径伏击,f1_c4_event_ambush_encounter,盘根伏猎群,3,B05_SPELL,C4,100,27,41,32,0.27,0.43,0.192696,0.364321,1.6,2,0,0,0,0.31,0.46,0,1,1,0,0,0,0
Event:map_wilderness:roadside_ambush_f1:f1_c4_event_ambush_encounter:B06_REFRESH_F1_C4,Event,map_wilderness,荒野,1,roadside_ambush_f1,EventCombat,4,Event,roadside_ambush_f1,荒径伏击,f1_c4_event_ambush_encounter,盘根伏猎群,3,B06_REFRESH,C4,100,2,71,27,0.02,0.155,0.005502,0.070012,1.63,2,0,0,0,0.02,0.94,0,0.83,0.83,0,0,0,0
Map:map_wilderness:f1_late_shield:f1_c5_shield_encounter:B01_SHIELD_F1_C5,Map,map_wilderness,荒野,1,f1_late_shield,Normal,5,,,,f1_c5_shield_encounter,迅羽踏潮,3,B01_SHIELD,C5,100,12,59,29,0.12,0.265,0.069994,0.198121,1.29,2,0,0,0,0.13,0.86,0,3.96,3.96,0,0,0,1
Map:map_wilderness:f1_late_shield:f1_c5_shield_encounter:B02_BREAK_F1_C5,Map,map_wilderness,荒野,1,f1_late_shield,Normal,5,,,,f1_c5_shield_encounter,迅羽踏潮,3,B02_BREAK,C5,100,89,2,9,0.89,0.935,0.813687,0.937458,1.07,1,0,0,0,1.96,0.02,0,4,4,0,0,0,1
Map:map_wilderness:f1_late_shield:f1_c5_shield_encounter:B03_SUMMON_F1_C5,Map,map_wilderness,荒野,1,f1_late_shield,Normal,5,,,,f1_c5_shield_encounter,迅羽踏潮,3,B03_SUMMON,C5,100,7,84,9,0.07,0.115,0.034319,0.137495,1.07,1,0,0,0,0.07,1.51,0,3.72,3.72,0,0,0,0.99
Map:map_wilderness:f1_late_shield:f1_c5_shield_encounter:B04_DEATH_F1_C5,Map,map_wilderness,荒野,1,f1_late_shield,Normal,5,,,,f1_c5_shield_encounter,迅羽踏潮,3,B04_DEATH,C5,100,100,0,0,1,1,0.963007,1,1.27,2,0,0,0,2.44,0,0,4,4,0,0,0,1
Map:map_wilderness:f1_late_shield:f1_c5_shield_encounter:B05_SPELL_F1_C5,Map,map_wilderness,荒野,1,f1_late_shield,Normal,5,,,,f1_c5_shield_encounter,迅羽踏潮,3,B05_SPELL,C5,100,85,4,11,0.85,0.905,0.767164,0.90694,1.28,2,0,0,0,1.63,0.07,0,4,4,0,0,0,1
Map:map_wilderness:f1_late_shield:f1_c5_shield_encounter:B06_REFRESH_F1_C5,Map,map_wilderness,荒野,1,f1_late_shield,Normal,5,,,,f1_c5_shield_encounter,迅羽踏潮,3,B06_REFRESH,C5,100,68,16,16,0.68,0.76,0.583374,0.763309,1.1,1,0,0,0,1.12,0.19,0,4,4,0,0,0,1
Map:map_wilderness:f1_late_summon:f1_c5_summon_encounter:B01_SHIELD_F1_C5,Map,map_wilderness,荒野,1,f1_late_summon,Normal,5,,,,f1_c5_summon_encounter,狐巢回响,3,B01_SHIELD,C5,100,77,8,15,0.77,0.845,0.678456,0.841567,1.54,2,0,0,0,1.4,0.08,0,4.92,4.92,0,0,0,0
Map:map_wilderness:f1_late_summon:f1_c5_summon_encounter:B02_BREAK_F1_C5,Map,map_wilderness,荒野,1,f1_late_summon,Normal,5,,,,f1_c5_summon_encounter,狐巢回响,3,B02_BREAK,C5,100,100,0,0,1,1,0.963007,1,1.07,1,0,0,0,3.63,0,0,5,5,0,0,0,0
Map:map_wilderness:f1_late_summon:f1_c5_summon_encounter:B03_SUMMON_F1_C5,Map,map_wilderness,荒野,1,f1_late_summon,Normal,5,,,,f1_c5_summon_encounter,狐巢回响,3,B03_SUMMON,C5,100,48,35,17,0.48,0.565,0.384646,0.576834,1.39,2,0,0,0,0.6,0.47,0,4.9,4.9,0,0,0,0
Map:map_wilderness:f1_late_summon:f1_c5_summon_encounter:B04_DEATH_F1_C5,Map,map_wilderness,荒野,1,f1_late_summon,Normal,5,,,,f1_c5_summon_encounter,狐巢回响,3,B04_DEATH,C5,100,100,0,0,1,1,0.963007,1,1.41,2,0,0,0,3.26,0,0,5,5,0,0,0,0
Map:map_wilderness:f1_late_summon:f1_c5_summon_encounter:B05_SPELL_F1_C5,Map,map_wilderness,荒野,1,f1_late_summon,Normal,5,,,,f1_c5_summon_encounter,狐巢回响,3,B05_SPELL,C5,100,100,0,0,1,1,0.963007,1,1.25,2,0,0,0,2.48,0,0,5,5,0,0,0,0
Map:map_wilderness:f1_late_summon:f1_c5_summon_encounter:B06_REFRESH_F1_C5,Map,map_wilderness,荒野,1,f1_late_summon,Normal,5,,,,f1_c5_summon_encounter,狐巢回响,3,B06_REFRESH,C5,100,100,0,0,1,1,0.963007,1,1.08,1,0,0,0,2.68,0,0,5,5,0,0,0,0
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:B01_SHIELD_F1_C5,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,B01_SHIELD,C5,100,0,100,0,0,0,0,0.036993,1.54,2,0,0,0,0,2.78,0,2.74,2.74,0,0,0,0.63
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:B02_BREAK_F1_C5,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,B02_BREAK,C5,100,1,98,1,0.01,0.015,0.001767,0.054486,1.53,2,0,0,0,0.01,1.69,0,4.58,4.58,0,0,0,0.96
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:B03_SUMMON_F1_C5,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,B03_SUMMON,C5,100,0,100,0,0,0,0,0.036993,1.13,2,0,0,0,0,2.96,0,2.45,2.18,0,0,0,0.59
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:B04_DEATH_F1_C5,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,B04_DEATH,C5,100,14,66,20,0.14,0.24,0.085263,0.221372,2.05,2,0,0,0,0.17,0.88,0,4.65,4.65,0,0,0,1
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:B05_SPELL_F1_C5,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,B05_SPELL,C5,100,0,100,0,0,0,0,0.036993,1.43,2,0,0,0,0,2.17,0,3.95,3.95,0,0,0,0.92
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:B06_REFRESH_F1_C5,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,B06_REFRESH,C5,100,0,100,0,0,0,0,0.036993,1.25,2,0,0,0,0,2.44,0,3.85,3.85,0,0,0,0.89
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:B01_SHIELD_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,B01_SHIELD,C2,100,100,0,0,1,1,0.963007,1,1.55,2,0,0,0,2.8,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:B02_BREAK_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,B02_BREAK,C2,100,100,0,0,1,1,0.963007,1,1.07,1,0,0,0,3.85,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:B03_SUMMON_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,B03_SUMMON,C2,100,84,3,13,0.84,0.905,0.755797,0.899047,1.53,2,0,0,0,1.41,0.03,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:B04_DEATH_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,B04_DEATH,C2,100,100,0,0,1,1,0.963007,1,1.53,2,0,0,0,4,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:B05_SPELL_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,B05_SPELL,C2,100,100,0,0,1,1,0.963007,1,1.11,2,0,0,0,4.17,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:B06_REFRESH_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,B06_REFRESH,C2,100,100,0,0,1,1,0.963007,1,1.05,1,0,0,0,4.28,0,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B01_SHIELD_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B01_SHIELD,C2,100,64,17,19,0.64,0.735,0.542354,0.727288,1.43,2,0,0,0,1,0.19,1.34,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B02_BREAK_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B02_BREAK,C2,100,91,4,5,0.91,0.935,0.837738,0.951927,1.23,2,0,0,0,1.91,0.04,1.6,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B03_SUMMON_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B03_SUMMON,C2,100,7,71,22,0.07,0.18,0.034319,0.137495,1.14,2,0,0,0,0.08,1.13,1.52,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B04_DEATH_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B04_DEATH,C2,100,100,0,0,1,1,0.963007,1,1.31,2,0,0,0,3.55,0,1.6,0,0,0,2,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:B05_SPELL_F2_C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,B05_SPELL,C2,100,100,0,0,1,1,0.963007,1,1.05,1,0,0,0,3.24,0,1.3,0,0,0,2,0,0
