aggregate_id,source,map_id,map_name,floor,node_id,node_type,combat_index,route_tag,event_id,event_name,encounter_id,encounter_name,threat_rating,development_level,scenario_count,battles,player_wins,enemy_wins,draws,player_win_rate,player_score_rate,win_ci95_low,win_ci95_high,build_score_spread,weakest_build_id,strongest_build_id,average_rounds,p90_rounds,round_limit_count,round_limit_rate,effect_limit_hits,exceptions,average_player_survivors,average_enemy_survivors,enemy_cleave_hits_per_battle,enemy_summon_attempts_per_battle,enemy_summon_successes_per_battle,enemy_shields_granted_per_battle,enemy_shield_blocks_per_battle,enemy_furnace_transfers_per_battle,enemy_flourish_gained_per_battle
Map:map_wilderness:f1_boss:f1_c6_boss_encounter:C5,Map,map_wilderness,荒野,1,f1_boss,Boss,6,,,,f1_c6_boss_encounter,万籁母巢,4,C5,6,600,15,564,21,0.025,0.0425,0.015208,0.040836,0.24,B01_SHIELD,B04_DEATH,1.488333,2,0,0,0,0,0.03,2.153333,0,3.703333,3.658333,0,0,0,0.831667
Map:map_startrail_highlands:f2_opening_normal:f2_opening_encounter:C2,Map,map_startrail_highlands,星轨高原,2,f2_opening_normal,Normal,1,,,,f2_opening_encounter,月相校准阵,2,C2,6,600,584,3,13,0.973333,0.984167,0.957124,0.98352,0.095,B03_SUMMON,B06_REFRESH,1.306667,2,0,0,0,0,3.418333,0.005,0,0,0,0,3,0,0
Map:map_startrail_highlands:f2_early_spell:f2_early_spell_encounter:C2,Map,map_startrail_highlands,星轨高原,2,f2_early_spell,Normal,2,,,,f2_early_spell_encounter,坠光预演阵,2,C2,6,600,462,92,46,0.77,0.808333,0.734673,0.801892,0.82,B03_SUMMON,B06_REFRESH,1.193333,2,0,0,0,0,2.198333,0.226667,1.443333,0,0,0,2,0,0
Map:map_startrail_highlands:f2_normal:f2_normal_encounter:C2,Map,map_startrail_highlands,星轨高原,2,f2_normal,Normal,2,,,,f2_normal_encounter,秘页观测队,2,C2,6,600,518,50,32,0.863333,0.89,0.833527,0.888517,0.64,B03_SUMMON,B06_REFRESH,1.146667,2,0,0,0,0,2.746667,0.106667,0,0,0,0,2,0,0
Map:map_startrail_highlands:f2_mid_mechanic:f2_mid_mechanic_encounter:C4,Map,map_startrail_highlands,星轨高原,2,f2_mid_mechanic,Normal,3,,,,f2_mid_mechanic_encounter,星环折光阵,3,C4,6,600,595,1,4,0.991667,0.995,0.980642,0.996435,0.03,B01_SHIELD,B06_REFRESH,1.258333,2,0,0,0,0,3.27,0.001667,1.326667,0,0,0,3,0,0
Map:map_startrail_highlands:f2_route_normal:f2_route_normal_encounter:C4,Map,map_startrail_highlands,星轨高原,2,f2_route_normal,Normal,4,Adventure,,,f2_route_normal_encounter,命轨巡弋队,3,C4,6,600,589,0,11,0.981667,0.990833,0.967472,0.989733,0.055,B01_SHIELD,B06_REFRESH,1.185,2,0,0,0,0,3.053333,0,1.3,0,0,0,2,0,0
Map:map_startrail_highlands:f2_elite:f2_c4_elite_encounter:C4,Map,map_startrail_highlands,星轨高原,2,f2_elite,Elite,4,Aggressive,,,f2_c4_elite_encounter,金色坠光议会,4,C4,6,600,471,63,66,0.785,0.84,0.750369,0.816004,0.54,B01_SHIELD,B06_REFRESH,1.303333,2,0,0,0,0,1.865,0.156667,1.46,0,0,0,2,0,0
Map:map_startrail_highlands:f2_route_safe:f2_route_safe_encounter:C4,Map,map_startrail_highlands,星轨高原,2,f2_route_safe,Normal,4,Conservative,,,f2_route_safe_encounter,月轮守望队,2,C4,6,600,598,0,2,0.996667,0.998333,0.987929,0.999085,0.01,B01_SHIELD,B06_REFRESH,1.241667,2,0,0,0,0,3.506667,0,0,0,0,0,3,0,0
Event:map_startrail_highlands:ravine_ambush_f2:f2_c4_event_ambush_encounter:C4,Event,map_startrail_highlands,星轨高原,2,ravine_ambush_f2,EventCombat,4,Event,ravine_ambush_f2,裂谷伏兵,f2_c4_event_ambush_encounter,折光伏星阵,4,C4,6,600,595,0,5,0.991667,0.995833,0.980642,0.996435,0.025,B01_SHIELD,B06_REFRESH,1.186667,2,0,0,0,0,3.29,0,0.451667,0,0,0,2,0,0
Map:map_startrail_highlands:f2_late_break:f2_c5_break_encounter:C5,Map,map_startrail_highlands,星轨高原,2,f2_late_break,Normal,5,,,,f2_c5_break_encounter,月轮守护终检,4,C5,6,600,598,0,2,0.996667,0.998333,0.987929,0.999085,0.01,B01_SHIELD,B06_REFRESH,1.498333,2,0,0,0,0,2.988333,0,0,0,0,0,4,0,0
Map:map_startrail_highlands:f2_late_spell:f2_c5_spell_encounter:C5,Map,map_startrail_highlands,星轨高原,2,f2_late_spell,Normal,5,,,,f2_c5_spell_encounter,坠星爆发终检,4,C5,6,600,574,3,23,0.956667,0.975833,0.937264,0.970259,0.135,B01_SHIELD,B06_REFRESH,1.095,1,0,0,0,0,2.661667,0.006667,1.431667,0,0,0,0.998333,0,0
Map:map_startrail_highlands:f2_boss:f2_c6_boss_encounter:C5,Map,map_startrail_highlands,星轨高原,2,f2_boss,Boss,6,,,,f2_c6_boss_encounter,星轨大司辰,5,C5,6,600,162,311,127,0.27,0.375833,0.236023,0.306904,0.605,B01_SHIELD,B05_SPELL,1.405,2,0,0,0,0,0.38,0.948333,1.413333,0,0,0,2.995,0,0
Map:map_soulforge_city:f3_opening_normal:f3_opening_encounter:C2,Map,map_soulforge_city,铸魂熔城,3,f3_opening_normal,Normal,1,,,,f3_opening_encounter,熔城门卫,3,C2,6,600,0,594,6,0,0.005,0,0.006362,0.03,B02_BREAK,B01_SHIELD,1.828333,2,0,0,0,0,0,2.406667,0,0,0,6.573333,7.186667,3.195,0
Map:map_soulforge_city:f3_early_summon:f3_early_summon_encounter:C2,Map,map_soulforge_city,铸魂熔城,3,f3_early_summon,Normal,2,,,,f3_early_summon_encounter,熔甲反击阵,4,C2,6,600,2,590,8,0.003333,0.01,0.000915,0.012071,0.06,B02_BREAK,B01_SHIELD,1.713333,2,0,0,0,0,0.003333,2.866667,0,0,0,4.59,6.35,2.768333,0
Map:map_soulforge_city:f3_normal:f3_normal_encounter:C2,Map,map_soulforge_city,铸魂熔城,3,f3_normal,Normal,2,,,,f3_normal_encounter,千环炉墙,4,C2,6,600,1,590,9,0.001667,0.009167,0.000294,0.00938,0.025,B03_SUMMON,B01_SHIELD,1.828333,2,0,0,0,0,0.001667,2.431667,0,0,0,5.443333,6.166667,3.016667,0
Map:map_soulforge_city:f3_mid_mechanic:f3_mid_mechanic_encounter:C4,Map,map_soulforge_city,铸魂熔城,3,f3_mid_mechanic,Normal,3,,,,f3_mid_mechanic_encounter,不熄接力炉,4,C4,6,600,6,579,15,0.01,0.0225,0.004591,0.021644,0.115,B03_SUMMON,B06_REFRESH,1.863333,2,0,0,0,0,0.01,2.115,0,0,0,6.301667,7.148333,3.076667,0
Map:map_soulforge_city:f3_route_normal:f3_route_normal_encounter:C4,Map,map_soulforge_city,铸魂熔城,3,f3_route_normal,Normal,4,Adventure,,,f3_route_normal_encounter,熔核接力军,4,C4,6,600,0,596,4,0,0.003333,0,0.006362,0.02,B01_SHIELD,B06_REFRESH,1.785,2,0,0,0,0,0,2.646667,0,0,0,6.42,6.93,3.198333,0
Map:map_soulforge_city:f3_elite:f3_c4_elite_encounter:C4,Map,map_soulforge_city,铸魂熔城,3,f3_elite,Elite,4,Aggressive,,,f3_c4_elite_encounter,千环裁决团,5,C4,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.608333,2,0,0,0,0,0,2.698333,0,0,0,4.06,6.005,2.47,0
Map:map_soulforge_city:f3_route_safe:f3_route_safe_encounter:C4,Map,map_soulforge_city,铸魂熔城,3,f3_route_safe,Normal,4,Conservative,,,f3_route_safe_encounter,千环守势军,3,C4,6,600,19,518,63,0.031667,0.084167,0.020365,0.048927,0.32,B03_SUMMON,B06_REFRESH,1.855,2,0,0,0,0,0.035,1.73,0,0,0,5.071667,6.17,2.758333,0
Event:map_soulforge_city:final_hunt_f3:f3_c4_event_ambush_encounter:C4,Event,map_soulforge_city,铸魂熔城,3,final_hunt_f3,EventCombat,4,Event,final_hunt_f3,终阶猎杀,f3_c4_event_ambush_encounter,熔巷伏炉军,5,C4,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.723333,2,0,0,0,0,0,2.811667,0,0,0,6.448333,6.925,3.26,0
Map:map_soulforge_city:f3_late_forge:f3_c5_forge_encounter:C5,Map,map_soulforge_city,铸魂熔城,3,f3_late_forge,Normal,5,,,,f3_c5_forge_encounter,不熄炉墙终检,5,C5,6,600,48,510,42,0.08,0.115,0.060869,0.104475,0.44,B03_SUMMON,B06_REFRESH,1.91,2,0,0,0,0,0.1,1.85,0,0,0,6.79,6.883333,3.368333,0
Map:map_soulforge_city:f3_late_wild:f3_c5_wild_encounter:C5,Map,map_soulforge_city,铸魂熔城,3,f3_late_wild,Normal,5,,,,f3_c5_wild_encounter,裂炉誓刃终检,5,C5,6,600,0,598,2,0,0.001667,0,0.006362,0.01,B01_SHIELD,B06_REFRESH,1.438333,2,0,0,0,0,0,3.01,1.696667,0,0,4.726667,5.746667,2.89,0
Map:map_soulforge_city:f3_boss:f3_c6_boss_encounter:C5,Map,map_soulforge_city,铸魂熔城,3,f3_boss,Boss,6,,,,f3_c6_boss_encounter,铸魂不灭王,5,C5,6,600,0,600,0,0,0,0,0.006362,0,B01_SHIELD,B06_REFRESH,1.288333,2,0,0,0,0,0,3.55,1.653333,0,0,5.766667,5.958333,3.24,0
