scenarioId,playerFixtureId,enemyFixtureId,developmentLevel,orientation,battles,playerWins,enemyWins,draws,playerScoreRate,roundLimitRate,meanRounds,p90Rounds,meanPlayerRound1RawDamage,meanEnemyRound1RawDamage,meanPlayerSurvivors,meanEnemySurvivors,meanPlayerSummonFailures,meanEnemySummonFailures,meanPlayerShieldBlocks,meanEnemyShieldBlocks,meanPlayerPermanentDelta,meanEnemyPermanentDelta,meanPlayerFlourishGained,meanEnemyFlourishGained,effectLimitHits,exceptions
B02_BREAK_N__VS__B03_SUMMON_N,B02_BREAK_N,B03_SUMMON_N,N,A_PLAYER,100,91,1,8,0.95,0,1.45,2,149.12,87.68,1.68,0.01,0,0,5.82,0,4,3.22,0,0.8,0,0
B03_SUMMON_N__VS__B02_BREAK_N,B03_SUMMON_N,B02_BREAK_N,N,B_PLAYER,100,5,85,10,0.1,0,1.38,2,86.6,157.22,0.08,1.73,0,0,0,5.51,3.2,4,0.8,0,0,0
B02_BREAK_N__VS__B04_DEATH_N,B02_BREAK_N,B04_DEATH_N,N,A_PLAYER,100,99,0,1,0.995,0,1.56,2,89.99,147.78,2.27,0,0,0,5.5,0,4,14.66,0,0,0,0
B04_DEATH_N__VS__B02_BREAK_N,B04_DEATH_N,B02_BREAK_N,N,B_PLAYER,100,0,99,1,0.005,0,1.61,2,160.33,92.15,0,2.32,0,0,0,5.25,17.5,4,0,0,0,0
B02_BREAK_N__VS__B05_SPELL_N,B02_BREAK_N,B05_SPELL_N,N,A_PLAYER,100,84,5,11,0.895,0,1.85,2,106.17,112.82,1.84,0.06,0,0,5.52,2,4,0,0,0,0,0
B05_SPELL_N__VS__B02_BREAK_N,B05_SPELL_N,B02_BREAK_N,N,B_PLAYER,100,3,87,10,0.08,0,1.99,2,104.99,96.77,0.03,1.68,0,0,2,5.5,0,4,0,0,0,0
B02_BREAK_N__VS__B06_REFRESH_N,B02_BREAK_N,B06_REFRESH_N,N,A_PLAYER,100,91,1,8,0.95,0,1.78,2,111.79,90.52,1.68,0.01,0,0,5.35,3,4,0,0,0,0,0
B06_REFRESH_N__VS__B02_BREAK_N,B06_REFRESH_N,B02_BREAK_N,N,B_PLAYER,100,1,88,11,0.065,0,1.97,2,82.94,99.77,0.01,1.71,0,0,3,5.23,0,4,0,0,0,0
B03_SUMMON_N__VS__B04_DEATH_N,B03_SUMMON_N,B04_DEATH_N,N,A_PLAYER,100,32,44,24,0.44,0,1.07,1,81.65,210.48,0.42,0.61,0,0,0,0,3.94,16.26,0.94,0,0,0
B04_DEATH_N__VS__B03_SUMMON_N,B04_DEATH_N,B03_SUMMON_N,N,B_PLAYER,100,54,10,36,0.72,0,1,1,216.59,87.44,0.58,0.1,0,0,0,0,17.78,4,0,1,0,0
B03_SUMMON_N__VS__B05_SPELL_N,B03_SUMMON_N,B05_SPELL_N,N,A_PLAYER,100,0,98,2,0.01,0,1,1,88.45,140.44,0,1.83,0,0,0,2,3.94,0,0.94,0,0,0
B05_SPELL_N__VS__B03_SUMMON_N,B05_SPELL_N,B03_SUMMON_N,N,B_PLAYER,100,93,1,6,0.96,0,1,1,140.15,84.34,1.85,0.01,0,0,2,0,0,3.5,0,0.79,0,0
B03_SUMMON_N__VS__B06_REFRESH_N,B03_SUMMON_N,B06_REFRESH_N,N,A_PLAYER,100,5,70,25,0.175,0,1.22,2,95.46,115.44,0.06,1.02,0,0,0,3,3.84,0,1,0,0,0
B06_REFRESH_N__VS__B03_SUMMON_N,B06_REFRESH_N,B03_SUMMON_N,N,B_PLAYER,100,81,5,14,0.88,0,1.14,2,114.64,92.36,1.22,0.08,0,0,3,0,0,3.42,0,0.96,0,0
B04_DEATH_N__VS__B05_SPELL_N,B04_DEATH_N,B05_SPELL_N,N,A_PLAYER,100,20,37,43,0.415,0,1.21,2,167.99,99.55,0.2,0.42,0,0,0,2,17.96,0,0,0,0,0
B05_SPELL_N__VS__B04_DEATH_N,B05_SPELL_N,B04_DEATH_N,N,B_PLAYER,100,49,18,33,0.655,0,1.3,2,93.41,153.53,0.62,0.18,0,0,2,0,0,17.1,0,0,0,0
B04_DEATH_N__VS__B06_REFRESH_N,B04_DEATH_N,B06_REFRESH_N,N,A_PLAYER,100,61,6,33,0.775,0,1.35,2,172.55,82.41,0.68,0.07,0,0,0,3,17.96,0,0,0,0,0
B06_REFRESH_N__VS__B04_DEATH_N,B06_REFRESH_N,B04_DEATH_N,N,B_PLAYER,100,8,56,36,0.26,0,1.47,2,80.14,164.85,0.08,0.61,0,0,3,0,0,17.54,0,0,0,0
B05_SPELL_N__VS__B06_REFRESH_N,B05_SPELL_N,B06_REFRESH_N,N,A_PLAYER,100,89,0,11,0.945,0,1.58,2,113.86,87.57,1.67,0,0,0,2,3,0,0,0,0,0,0
B06_REFRESH_N__VS__B05_SPELL_N,B06_REFRESH_N,B05_SPELL_N,N,B_PLAYER,100,0,90,10,0.05,0,1.65,2,87.78,115,0,1.54,0,0,3,2,0,0,0,0,0,0
B01_SHIELD_H__VS__B02_BREAK_H,B01_SHIELD_H,B02_BREAK_H,H,A_PLAYER,100,82,12,6,0.85,0,2.13,3,161.99,199.2,2.03,0.13,0,0,9.11,6.15,3,9,0,0,0,0
B02_BREAK_H__VS__B01_SHIELD_H,B02_BREAK_H,B01_SHIELD_H,H,B_PLAYER,100,9,78,13,0.155,0,2.23,3,221.57,176.35,0.1,1.83,0,0,6.3,9.02,9,3,0,0,0,0
B01_SHIELD_H__VS__B03_SUMMON_H,B01_SHIELD_H,B03_SUMMON_H,H,A_PLAYER,100,94,4,2,0.95,0,1.23,2,237.93,222.55,2.52,0.05,0,0,10.45,0,3,7.72,0,0.97,0,0
B03_SUMMON_H__VS__B01_SHIELD_H,B03_SUMMON_H,B01_SHIELD_H,H,B_PLAYER,100,1,95,4,0.03,0,1.16,2,219.59,237.48,0.02,2.61,0,0,0,10.09,7.4,3,0.97,0,0,0
B01_SHIELD_H__VS__B04_DEATH_H,B01_SHIELD_H,B04_DEATH_H,H,A_PLAYER,100,100,0,0,1,0,1.32,2,167.16,321.1,3.11,0,0,0,7.09,0,3,35.04,0,0,0,0
B04_DEATH_H__VS__B01_SHIELD_H,B04_DEATH_H,B01_SHIELD_H,H,B_PLAYER,100,0,100,0,0,0,1.3,2,329.55,167.05,0,3.6,0,0,0,7.25,32.98,3,0,0,0,0
B01_SHIELD_H__VS__B05_SPELL_H,B01_SHIELD_H,B05_SPELL_H,H,A_PLAYER,100,99,0,1,0.995,0,2,2,173.12,240.74,2.98,0,0,0,8.59,2,3,0,0,0,0,0
B05_SPELL_H__VS__B01_SHIELD_H,B05_SPELL_H,B01_SHIELD_H,H,B_PLAYER,100,0,100,0,0,0,1.99,2,243.51,174.07,0,3.19,0,0,2,8.59,0,3,0,0,0,0
B01_SHIELD_H__VS__B06_REFRESH_H,B01_SHIELD_H,B06_REFRESH_H,H,A_PLAYER,100,100,0,0,1,0,2,2,185.93,189.94,2.88,0,0,0,8.95,5,3,0,0,0,0,0
B06_REFRESH_H__VS__B01_SHIELD_H,B06_REFRESH_H,B01_SHIELD_H,H,B_PLAYER,100,0,100,0,0,0,2,2,188.78,182.93,0,3,0,0,5,9.03,0,3,0,0,0,0
B02_BREAK_H__VS__B03_SUMMON_H,B02_BREAK_H,B03_SUMMON_H,H,A_PLAYER,100,74,5,21,0.845,0,1.29,2,335.79,197.73,1.42,0.05,0,0,7.45,0,9,6.44,0,0.8,0,0
B03_SUMMON_H__VS__B02_BREAK_H,B03_SUMMON_H,B02_BREAK_H,H,B_PLAYER,100,8,78,14,0.15,0,1.32,2,188.54,343.01,0.09,1.5,0,0,0,7.07,6.4,9,0.8,0,0,0
B02_BREAK_H__VS__B04_DEATH_H,B02_BREAK_H,B04_DEATH_H,H,A_PLAYER,100,100,0,0,1,0,1.29,2,175.92,291.15,2.77,0,0,0,5.49,0,9,29.8,0,0,0,0
B04_DEATH_H__VS__B02_BREAK_H,B04_DEATH_H,B02_BREAK_H,H,B_PLAYER,100,0,100,0,0,0,1.25,2,304.02,178.65,0,2.83,0,0,0,5.17,32.94,9,0,0,0,0
B02_BREAK_H__VS__B05_SPELL_H,B02_BREAK_H,B05_SPELL_H,H,A_PLAYER,100,96,2,2,0.97,0,1.92,2,213.31,230.43,2.19,0.02,0,0,6.13,2,9,0,0,0,0,0
B05_SPELL_H__VS__B02_BREAK_H,B05_SPELL_H,B02_BREAK_H,H,B_PLAYER,100,0,94,6,0.03,0,2.01,2,211.11,191.9,0,2.14,0,0,2,5.95,0,9,0,0,0,0
B02_BREAK_H__VS__B06_REFRESH_H,B02_BREAK_H,B06_REFRESH_H,H,A_PLAYER,100,69,11,20,0.79,0,2.02,2,234.24,185.36,1.14,0.12,0,0,6.01,5,9,0,0,0,0,0
B06_REFRESH_H__VS__B02_BREAK_H,B06_REFRESH_H,B02_BREAK_H,H,B_PLAYER,100,8,67,25,0.205,0,2.08,2,171.42,213.61,0.09,1.08,0,0,5,6.05,0,9,0,0,0,0
B03_SUMMON_H__VS__B04_DEATH_H,B03_SUMMON_H,B04_DEATH_H,H,A_PLAYER,100,98,0,2,0.99,0,1.1,1,153.82,306.1,2.3,0,0,0,0,0,7.76,30.64,0.99,0,0,0
B04_DEATH_H__VS__B03_SUMMON_H,B04_DEATH_H,B03_SUMMON_H,H,B_PLAYER,100,0,100,0,0,0,1.05,1,356.99,156.94,0,2.33,0,0,0,0,33.16,7.6,0,0.98,0,0
B03_SUMMON_H__VS__B05_SPELL_H,B03_SUMMON_H,B05_SPELL_H,H,A_PLAYER,100,41,33,26,0.54,0,1.02,1,194.89,271.2,0.57,0.51,0,0,0,2,7.8,0,0.88,0,0,0
B05_SPELL_H__VS__B03_SUMMON_H,B05_SPELL_H,B03_SUMMON_H,H,B_PLAYER,100,38,35,27,0.515,0,1.05,1,274.21,191.69,0.7,0.49,0,0,2,0,0,6.88,0,0.78,0,0
B03_SUMMON_H__VS__B06_REFRESH_H,B03_SUMMON_H,B06_REFRESH_H,H,A_PLAYER,100,50,29,21,0.605,0,1.07,1,216.07,218.28,0.68,0.43,0,0,0,5,7.68,0,1,0,0,0
B06_REFRESH_H__VS__B03_SUMMON_H,B06_REFRESH_H,B03_SUMMON_H,H,B_PLAYER,100,30,42,28,0.44,0,1.1,1,220.4,212.26,0.52,0.55,0,0,5,0,0,6.84,0,0.96,0,0
B04_DEATH_H__VS__B05_SPELL_H,B04_DEATH_H,B05_SPELL_H,H,A_PLAYER,100,5,75,20,0.15,0,1.12,2,288.76,193.61,0.05,0.97,0,0,0,2,35.24,0,0,0,0,0
B05_SPELL_H__VS__B04_DEATH_H,B05_SPELL_H,B04_DEATH_H,H,B_PLAYER,100,72,4,24,0.84,0,1.18,2,185.95,267.71,1.05,0.04,0,0,2,0,0,33.84,0,0,0,0
B04_DEATH_H__VS__B06_REFRESH_H,B04_DEATH_H,B06_REFRESH_H,H,A_PLAYER,100,0,99,1,0.005,0,1.12,2,337.68,157.4,0,1.94,0,0,0,4.85,34.8,0,0,0,0,0
B06_REFRESH_H__VS__B04_DEATH_H,B06_REFRESH_H,B04_DEATH_H,H,B_PLAYER,100,99,0,1,0.995,0,1.15,2,154.46,318.88,2.08,0,0,0,4.91,0,0,34.1,0,0,0,0
B05_SPELL_H__VS__B06_REFRESH_H,B05_SPELL_H,B06_REFRESH_H,H,A_PLAYER,100,27,25,48,0.51,0,2,2,237.5,177.96,0.28,0.25,0,0,2,5,0,0,0,0,0,0
B06_REFRESH_H__VS__B05_SPELL_H,B06_REFRESH_H,B05_SPELL_H,H,B_PLAYER,100,44,23,33,0.605,0,1.98,2,177.68,239.25,0.49,0.25,0,0,5,2,0,0,0,0,0,0
B01_SHIELD_N__VS__D00_OUTPUT_DUMMY,B01_SHIELD_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,24,0,76,0.62,0.76,29.99,30,84.44,0,5,1.13,0,0,0,0,2,0,0,0,0,0
B01_SHIELD_N__VS__D01_MECHANIC_PRESSURE_N,B01_SHIELD_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2.04,2,91.81,79.28,0,5,0,0,7.26,0,2,0,0,0,0,0
B02_BREAK_N__VS__D00_OUTPUT_DUMMY,B02_BREAK_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,29.23,30,90,0,5,0,0,0,0,0,0,0,0,0,0,0
B02_BREAK_N__VS__D01_MECHANIC_PRESSURE_N,B02_BREAK_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,124.15,79.36,0,5,0,0,5,0,4,0,0,0,0,0
B03_SUMMON_N__VS__D00_OUTPUT_DUMMY,B03_SUMMON_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,0,0,100,0.5,1,30,30,80.97,0,5,2.51,0,0,0,0,0,0,0,0,0,0
B03_SUMMON_N__VS__D01_MECHANIC_PRESSURE_N,B03_SUMMON_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,1.13,2,108.02,108.88,0,5,0,0,0,0,3.6,0,1,0,0,0
B04_DEATH_N__VS__D00_OUTPUT_DUMMY,B04_DEATH_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,0,0,100,0.5,1,30,30,80.56,0,5,3.16,0,0,0,0,0,0,0,0,0,0
B04_DEATH_N__VS__D01_MECHANIC_PRESSURE_N,B04_DEATH_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,187.68,78.32,0,5,0,0,0,0,17.96,0,0,0,0,0
B05_SPELL_N__VS__D00_OUTPUT_DUMMY,B05_SPELL_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,20.31,21,130,0,5,0,0,0,0,0,0,0,0,0,0,0
B05_SPELL_N__VS__D01_MECHANIC_PRESSURE_N,B05_SPELL_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,125.28,77.84,0,5,0,0,2,0,0,0,0,0,0,0
B06_REFRESH_N__VS__D00_OUTPUT_DUMMY,B06_REFRESH_N,D00_OUTPUT_DUMMY,N,OUTPUT_DUMMY,100,100,0,0,1,0,27.46,28,95.91,0,5,0,0,0,0,0,0,0,0,0,0,0
B06_REFRESH_N__VS__D01_MECHANIC_PRESSURE_N,B06_REFRESH_N,D01_MECHANIC_PRESSURE_N,N,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,95.96,79.44,0,5,0,0,3,0,0,0,0,0,0,0
B01_SHIELD_H__VS__D00_OUTPUT_DUMMY,B01_SHIELD_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,16.46,17,164.36,0,5,0,0,0,0,0,2,0,0,0,0,0
B01_SHIELD_H__VS__D01_MECHANIC_PRESSURE_H,B01_SHIELD_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2.77,3,187.03,159.36,0,5,0,0,11.33,0,3,0,0,0,0,0
B02_BREAK_H__VS__D00_OUTPUT_DUMMY,B02_BREAK_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,15.06,15,180,0,5,0,0,0,0,0,0,0,0,0,0,0
B02_BREAK_H__VS__D01_MECHANIC_PRESSURE_H,B02_BREAK_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,243.91,159.36,0,5,0,0,5.71,0,9,0,0,0,0,0
B03_SUMMON_H__VS__D00_OUTPUT_DUMMY,B03_SUMMON_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,16.59,17,161.94,0,5,0,0,0,0,0,0,0,0,0,0,0
B03_SUMMON_H__VS__D01_MECHANIC_PRESSURE_H,B03_SUMMON_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,1.14,2,252.83,218.08,0,5,0,0,0,0,7.2,0,1,0,0,0
B04_DEATH_H__VS__D00_OUTPUT_DUMMY,B04_DEATH_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,16.86,17,161.12,0,5,0,0,0,0,0,0,0,0,0,0,0
B04_DEATH_H__VS__D01_MECHANIC_PRESSURE_H,B04_DEATH_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,1.33,2,401.47,144.48,0,5,0,0,0,0,34.76,0,0,0,0,0
B05_SPELL_H__VS__D00_OUTPUT_DUMMY,B05_SPELL_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,10.76,11,259.71,0,5,0,0,0,0,0,0,0,0,0,0,0
B05_SPELL_H__VS__D01_MECHANIC_PRESSURE_H,B05_SPELL_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,250.22,155.68,0,5,0,0,2,0,0,0,0,0,0,0
B06_REFRESH_H__VS__D00_OUTPUT_DUMMY,B06_REFRESH_H,D00_OUTPUT_DUMMY,H,OUTPUT_DUMMY,100,100,0,0,1,0,14.11,15,191.82,0,5,0,0,0,0,0,0,0,0,0,0,0
B06_REFRESH_H__VS__D01_MECHANIC_PRESSURE_H,B06_REFRESH_H,D01_MECHANIC_PRESSURE_H,H,MECHANIC_PRESSURE,100,0,100,0,0,0,2,2,191.32,159.52,0,5,0,0,5,0,0,0,0,0,0,0
